제목,저자,출판사,발행일,정가,판매가,리뷰수,판매지수,상세정보,설명,상세페이지URL
캐글 메달리스트가 알려주는 캐글 노하우,"김태진, 권순환, 김연민, 김현우, 명대우  외 3명
                                        
정보 더 보기/감추기



김태진
권순환
김연민
김현우
명대우
안수빈
이유한
정성훈",길벗,2023년 07월,34000,30600,18,336,N/A,"캐글, ML/AI 실무자답게 접근하라!국내 캐글 실력자 8명이 직접 설명하는 캐글 컴페티션,어떻게 접근해 얼마나 노력하느냐에 따라 경험의 깊이가 달라진다.국내 캐글 실력자 8명이 모였다. 직접 참가한 대회를 소개...",https://www.yes24.com/product/goods/120528346
실전 금융 머신러닝 완벽 분석,"마르코스 로페즈 데 프라도 /이병욱, 이기홍, 하석근 역",에이콘출판사,2018년 11월,40000,36000,8,384,N/A,"머신러닝을 금융에 적용하는 방법을 알려주며, 이론 연구를 넘어선 실전 경험을 바탕으로 어떠한 장점과 위험이 존재하는 것인지 빠짐없이 설명한다. 저자가 20년 간 금융에서 실제로 적용해 본 머신러닝 기법에 대...",https://www.yes24.com/product/goods/66923133
Amazon Bedrock 실전 생성형 AI 앱 개발,"온다 미노루, 쿠마다 칸, 모리타 카즈아키 /김영진, 임연욱 역 외 2명
                                        
정보 더 보기/감추기



온다 미노루
쿠마다 칸
모리타 카즈아키
김영진
임연욱
김기철
김휘경",위키북스,2025년 11월,35000,31500,0,294,N/A,"◎ 클라우드 시대, 생성형 AI 애플리케이션 개발의 핵심을 마스터하세요.아마존 베드록(Amazon Bedrock)은 AWS의 강력하고 유연한 기반 모델(Foundation Model) 서비스입니다. 이 책은 아마존 베드록을 활용하여 생...",https://www.yes24.com/product/goods/166382465
AI와 의료 임상,고범석,커뮤니케이션북스,2024년 08월,12000,12000,1,303,N/A,"AI가 의료 분야에서 진단, 치료, 환자 관리에 어떻게 혁신을 일으키고 있는지 탐구한다. AI의 기술적 발전이 의료 서비스의 효율성과 정확성을 높이는 동시에 윤리적 쟁점과 사회적 과제를 다루며, AI가 미래 의료의...",https://www.yes24.com/product/goods/132394203
스트리밍 시스템,"타일러 아키다우, 슬라바 체르냑, 루벤 락스 /이덕기, 전웅 역",에이콘출판사,2021년 06월,35000,31500,1,459,N/A,"저자가 작성했던 블로그 글인 “스트리밍 101”에서 시작해 스트리밍 데이터 처리 시스템을 구축하고 사용하는 데 필요한 주요 개념을 “무엇”, “어디서”, “언제”, “어떻게”라는 네 가지 질문 위에 차근히 쌓...",https://www.yes24.com/product/goods/102360104
보이는 통계학 with 파이썬,손원,한빛아카데미,2026년 01월,26000,26000,0,222,N/A,수식 속에 머물러 있던 통계학을 파이썬으로 이해하다통계학은 단순한 공식과 계산 중심의 학문이 아니라 제한된 데이터로 현상을 해석하고 합리적인 판단을 내리는 강력한 사고의 틀이다. 특히 인공지능(AI) 기술이...,https://www.yes24.com/product/goods/173035045
의료 인공지능,윤규백,커뮤니케이션북스,2025년 07월,12000,12000,0,168,N/A,"인공지능은 이제 의사를 돕는 ‘디지털 동료’로 진화하고 있다. 진단, 치료, 돌봄에 이르기까지 AI가 의료 현장을 어떻게 바꾸고 있는지 살핀다. 인공지능총서. aiseries.oopy.io에서 필요한 인공지능 지식을 찾을 ...",https://www.yes24.com/product/goods/148696672
AI와 영상 스토리텔링,김희경,커뮤니케이션북스,2025년 12월,12000,12000,0,132,N/A,"AI가 아이디어 발상, 시나리오 작성, 캐릭터 설계, 감정 인식, 편집과 후반 작업까지 영상 스토리텔링 전 과정을 어떻게 바꾸는지 단계별로 짚는다. 트랜스미디어 전개, 글로벌 현지화, 관객 맞춤형 경험과 더불어 ...",https://www.yes24.com/product/goods/167507478
파인만의 컴퓨터 강의,리처드 파인만 /토니 헤이 편/서환수 역,한빛미디어,2025년 06월,29000,26100,9,"2,484",N/A,"AI, 양자 컴퓨터, 로보틱스컴퓨터의 미래를 내다본 물리학자의 강의를 다시 만나다“컴퓨터 과학은 우리가 주변 세상에서 어떤 것을 알 수 있고 어떤 것을 알 수 없는지를 다시금 생각하게 만든다.” - 리처드 파인...",https://www.yes24.com/product/goods/147738180
챗GPT API를 활용한 챗봇 만들기,이승우,한빛미디어,2024년 08월,32000,28800,17,"2,046",N/A,"챗GPT, 아직도 ‘사용’만 하나요?생성형 AI 실무 개발자가 알려주는 챗GPT 200% 활용하기GPT-4o-mini, LLM, GPT API, GPTs, 벡터DB…검증된 베스트셀러가 최신 버전으로 돌아왔다!이 책은 비전공자, 비개발자도 LLM...",https://www.yes24.com/product/goods/132759525
AI와 이용후생 교육,신정민,커뮤니케이션북스,2026년 01월,12000,12000,1,174,N/A,"AI가 인간을 닮아갈수록 교육은 인간다움을 더 묻는다. 연암의 이용후생으로 기술 수용의 기준을 세우고, 존엄성과 선택권을 지키는 AI 교육을 제안한다. 통찰·사우·상자 네트워크·법고창신 등 10장 구성으로 교육의...",https://www.yes24.com/product/goods/172984728
AI를 움직이는 물질,손현주,커뮤니케이션북스,2026년 01월,12000,12000,0,144,N/A,"AI를 비물질적 기술로 소비하는 습관을 뒤집는다. 데이터센터의 전기·물, 반도체와 배터리 광물, 보이지 않는 노동과 공급망이 AI를 움직인다. 혁신의 이면을 ‘물질’의 관점에서 해부하며 지속가능한 선택을 묻는...",https://www.yes24.com/product/goods/175456807
쉽게 배우고 바로 쓰는 에듀테크 첫걸음,"조종현, 박미지, 김승길",성안당,2025년 11월,18000,16200,24,"1,812",N/A,“왕초보 교사도 단 하루 만에 에듀테크와 친구가 된다!”“수업 현장에 꼭 맞는 에듀테크 안내서!”이 책은 미래 교육을 실천하기 위해 교사 스스로 디지털리터러시와 에듀테크를 활용 능력을 갖추는 것이 필수가 ...,https://www.yes24.com/product/goods/165275154
회사에서 바로 쓰는 AI 치트키,"이혜정, 윤재현, 엄혜경",애드앤미디어,2025년 06월,20000,18000,17,"1,233",N/A,"내 비서 AI와 함께 스마트하게 끝내는 프레젠테이션, 보고서, 엑셀 활용법기획부터 발표까지 AI로 혁신하는 프레젠테이션 작성프레젠테이션 발표 전날에 발을 동동 굴렀던 경험이 있는가? 그렇다면 이제는 일하는 방...",https://www.yes24.com/product/goods/147078614
데이터를 읽는 사람은 언제나 강하다,노무라종합연구소 데이터사이언스랩 /전선영 역,머스트리드북,2024년 11월,17000,15300,15,"1,134",N/A,“AI 시대를 살아가는 개인에게 데이터 해석 능력은 필수!”***분석력이 좋아지고 사고가 깊어지는 데이터 사이언스 핵심 개념 지도***노무라종합연구소 데이터 천재들의 영업 기밀***AI가 밝히는 세상을 건너는 디...,https://www.yes24.com/product/goods/138550170
챗GPT 120% 투자 질문 기술,ChatGPT 비즈니스 연구회 /김모세 역,정보문화사,2025년 06월,15000,13500,21,954,N/A,"역사상 가장 강력한 투자 활용 도구인 ChatGPTGPTs는 사용 목적에 맞게 이미 훈련이 완료된 맞춤형 ChatGPT로, 특정한 목적이 있는 경우 사용자가 일일이 훈련시키지 않아도 원하는 답변을 출력받을 수 있다는 장점...",https://www.yes24.com/product/goods/147101135
ChatGPT 마케팅,임헌수,이코노믹북스,2025년 01월,25000,22500,29,"3,018",N/A,"ChatGPT 마케팅-AI로 10배의 성과를 만드는 실전 마케팅 비법서이 책은 2022년 11월 30일 ChatGPT 출시부터 2년간 순차적으로 발표된 서비스들을 체계적으로 정리하여, 각 기능이 등장한 배경과 필요성을 깊이 있게 ...",https://www.yes24.com/product/goods/141382077
생성형 AI를 활용한 게임 개발,정금호,로드북,2024년 12월,27000,24300,1,744,N/A,"ChatGPT, Tesor.Art, Udio 등의 생성형 AI를 활용하여 게임을 만들고 앱 스토어에 배포까지 따라하며 배울 수 있는 책이다. AI로 게임을 만들기 위해서는 많은 시행착오를 겪어야 하지만, 저자가 먼저 수많은 시도와...",https://www.yes24.com/product/goods/139882194
프롬프트 엔지니어링,반병현,생능북스,2025년 09월,25000,22500,0,909,N/A,"AI 시대의 언어를 설계하라 - 프롬프트가 곧 경쟁력이다!프롬프트 엔지니어링은 챗GPT, Grok4 등 대화형 인공지능의 원리를 이해하여 훨씬 더 좋은 답변을 이끌어내기 위한 기법이다.이 책에서는 대화형 인공지능의 ...",https://www.yes24.com/product/goods/154750336
AI 3대 강국,박영선,나남출판사,2025년 09월,18000,16200,0,822,N/A,"AI 시대, 대한민국의 골든타임은 얼마 남지 않았다!글로벌 AI 3대 강국으로 가는 길 ― 한국형 AI 주권 전략AI 주권 전쟁이 치열해지는 가운데, 대한민국이 미국·중국과 어깨를 나란히 할 ‘AI 3대 강국’으로 도약...",https://www.yes24.com/product/goods/153085270
선생님을 위한 교육용 AI 챗봇 활용법,"임세범, 박지은, 나희정, 조정연",앤써북,2025년 06월,22500,20250,10,"2,154",N/A,"생성형 AI는 교실 안팎의 학습 환경을 완전히 바꾸어 놓았습니다. ""생성형 AI를 허용할 것인가?""가 아닌, ""어떻게 교육적으로 활용할 것인가?""로 바뀌었습니다. 그 중에서도 GPT 기반의 교육용 챗봇은 학생의 학습을...",https://www.yes24.com/product/goods/146929026
세상에서 가장 쉬운 AI 앱 수업,"공민수, 신창훈",리틀에이(LittleA),2021년 09월,17500,15750,14,726,N/A,"인공지능(AI) 수업 준비, 10분이면 끝!학교 현장에 바로 준비하고 적용할 수 있는 AI 교육 지침서!초등 교과 8가지를 적용한 온오프 스마트 활용 수업안,실제적인 수업 방법과 다양한 활동지까지,인공지능의 모든 걸...",https://www.yes24.com/product/goods/103838273
OpenAI API와 파이썬으로 나만의 챗GPT 만들기,"후루카와 쇼이치, 오기와라 유이 /최용 역",위키북스,2024년 04월,24000,21600,7,546,N/A,OpenAI API와 랭체인으로 실전 인공지능 애플리케이션 개발하기!이 책은 OpenAI API를 활용해 파이썬으로 인공지능 애플리케이션을 개발하는 방법을 알려준다. 챗GPT와 API의 기본 개념부터 최신 정보를 활용한 챗봇...,https://www.yes24.com/product/goods/125905685
AIX: 인공지능 대전환의 시대,현대원,메타엑스미디어,2025년 05월,20000,18000,0,468,N/A,"인간과 AI, 창작의 경계를 넘다 - 『AIX: 인공지능 대전환의 시대』의 선언『AIX: 인공지능 대전환의 시대』는 인공지능이 단지 기술 도구를 넘어 창작의 주체로 진화하고 있는 현재를 정밀하게 포착한 선언서다. 이...",https://www.yes24.com/product/goods/146870669
AI와 화학 물질,신현길,커뮤니케이션북스,2024년 08월,12000,12000,1,507,N/A,"AI가 화학 물질의 개발과 안전성 평가에 가져온 혁신을 설명한다. AI가 화학 물질의 데이터를 분석하고 안전한 화합물을 개발하는 과정을 소개하며, 실무에서의 활용 사례와 주의사항을 상세히 다룬다. AI를 통해 화...",https://www.yes24.com/product/goods/131918296
"피지컬 AI, 현실 세계의 지능화",김학용,커뮤니케이션북스,2025년 10월,12000,12000,4,510,N/A,"AI가 센서로 보고 듣고, 에지에서 판단하고, 액추에이터로 움직이는 시대다. 피지컬 AI의 핵심 기술과 산업 사례, 개인정보·책임·일자리 전환 이슈를 균형 있게 짚고, 안전한 도입 원칙과 거버넌스 로드맵을 제안한...",https://www.yes24.com/product/goods/159113295
AWS로 구현하는 생성형 AI,"크리스 프레글리, 안체 바르트, 셸비 아이겐브로데 /이승필, 한우선 역 외 3명
                                        
정보 더 보기/감추기



크리스 프레글리
안체 바르트
셸비 아이겐브로데
이승필
한우선
유태황
박주경
정유석",위키북스,2024년 10월,28000,25200,3,516,N/A,업계와 학계에서 다루는 가장 일반적인 생성형 AI 활용 사례와 작업을 이해할 수 있습니다!오늘날 기업은 자사의 제품과 서비스에 생성형 AI를 빠르게 도입하고 있다. 그러나 이 기술의 영향력과 잠재력에 대해 과장...,https://www.yes24.com/product/goods/135273532
이토록 쉬운 엑셀 데이터 분석 with 챗GPT,"임선집, 채호창, 신경민",루비페이퍼,2024년 07월,30000,27000,17,522,N/A,"데이터 분석의 핵심은 ‘효율’챗GPT로 속도를, 엑셀로 정확도를!순서도에 따라 기초 통계부터 데이터 전처리, 시각화까지 한 권에 담았다이 책은 실무에서 가장 많이 접하는 데이터 분석 유형을 2가지 프로젝트로 ...",https://www.yes24.com/product/goods/128582151
다시 확률 통계 : 확률편,나가노 히로유키 /장진희 역,길벗,2020년 07월,18000,16200,14,420,N/A,확률과 통계로 잠들어 있던 수학의 뇌를 깨워 보자!쉽게 다룰 수 없을 만큼 많은 양의 데이터가 생겨나면서 그 속에서 필요한 정보만 수집하여 여러 분야에 응용하는 능력이 무엇보다 중요해졌다. 이렇게 데이터 분...,https://www.yes24.com/product/goods/90927118
만들면서 배우는 라즈베리파이 5와 40개의 작품들,"장문철, 다두이노",앤써북,2024년 03월,22000,19800,3,"1,602",N/A,"『만들면서 배우는 라즈베리파이 5와 40개의 작품들』은 최신 OS를 기반으로 라즈베리파이 5로 작품과 내용을 대폭 보강해서 최신 개정판으로 출간되었다. 책은 12개의 쉬운 작품, 18개의 사물인터넷(IoT) 작품, 10...",https://www.yes24.com/product/goods/125298244
비전공자를 위한 딥러닝,윤준호,디지털북스,2022년 02월,12000,10800,12,519,N/A,딥러닝? 머신러닝? 코딩에 ‘코’자도 모르는 비전공자라면!이 책에 주목하라!국문과 출신의 AI 컴퓨터 비전 엔지니어 윤준호의 『그림으로 이해하는 비전공자를 위한 딥러닝』이 책으로 출간하였다. 작가의 블로그...,https://www.yes24.com/product/goods/107477798
상상을 스케치하는 아두이노 우노 R4,허경용,제이펍,2024년 09월,44000,39600,5,420,N/A,"인공지능과 사물인터넷을 위한 새로운 아두이노 우노 R4아두이노 우노는 다양한 제어 장치를 만드는 데 사용되는 아두이노의 대표 보드 중 하나로, 아두이노 우노 R3에 인공지능과 사물인터넷 환경에서도 사용할 수 ...",https://www.yes24.com/product/goods/133191406
